order_id,n_picks,touched_at_min,touched_at_max
4954,15,2019-11-14 08:18:43,2019-11-14 08:27:56
4955,17,2019-11-14 16:01:45,2019-11-14 16:23:41
4956,24,2019-11-13 20:10:19,2019-11-13 20:31:59
4957,12,2019-11-13 19:19:36,2019-11-13 19:36:14
4958,12,2019-11-15 08:45:41,2019-11-15 09:10:22
4959,23,2019-11-14 11:17:57,2019-11-14 11:33:30
4960,29,2019-11-14 08:43:08,2019-11-14 09:18:29
4961,40,2019-11-14 18:10:58,2019-11-14 18:26:38
4962,8,2019-11-14 17:52:56,2019-11-14 18:36:50
4963,15,2019-11-14 09:41:17,2019-11-14 09:54:44
4964,78,2019-11-14 10:24:49,2019-11-14 11:25:00
4965,21,2019-11-13 22:00:16,2019-11-13 22:28:52
4966,15,2019-11-14 10:02:49,2019-11-14 10:51:02
4967,48,2019-11-14 10:16:03,2019-11-14 10:41:30
4968,27,2019-11-13 20:24:12,2019-11-13 20:47:04
4969,14,2019-11-14 13:01:44,2019-11-14 13:10:49
4970,12,2019-11-14 08:40:50,2019-11-14 08:51:50
4971,26,2019-11-14 15:17:01,2019-11-14 15:31:22
4972,23,2019-11-16 10:45:16,2019-11-16 10:55:38
4973,87,2019-11-14 16:43:02,2019-11-14 18:13:08
4974,28,2019-11-16 08:40:32,2019-11-16 08:57:23
4975,50,2019-11-14 08:57:20,2019-11-14 09:51:41
4976,24,2019-11-14 14:38:48,2019-11-14 15:04:19
4977,48,2019-11-15 11:11:30,2019-11-15 11:43:20
4978,48,2019-11-14 08:32:02,2019-11-14 09:03:33
4979,45,2019-11-14 13:11:05,2019-11-14 13:41:56
4980,24,2019-11-14 08:28:53,2019-11-14 08:50:10
4981,25,2019-11-15 09:06:25,2019-11-15 09:41:36
4982,34,2019-11-14 08:48:30,2019-11-14 09:18:54
4983,60,2019-11-14 09:02:59,2019-11-14 10:02:56
4984,53,2019-11-14 11:10:27,2019-11-14 11:58:25
4985,16,2019-11-14 10:06:00,2019-11-14 10:18:07
4986,8,2019-11-14 08:53:33,2019-11-14 08:57:00
4987,4,2019-11-14 09:59:20,2019-11-14 10:04:02
4988,14,2019-11-14 15:13:24,2019-11-14 15:33:24
4989,43,2019-11-14 13:32:35,2019-11-14 14:08:38
4990,18,2019-11-14 09:21:24,2019-11-14 09:38:34
4991,33,2019-11-14 10:48:47,2019-11-14 11:17:37
4992,25,2019-11-14 09:43:46,2019-11-14 10:06:33
4993,62,2019-11-14 08:33:35,2019-11-14 09:10:19
4994,12,2019-11-14 09:55:08,2019-11-14 10:00:02
4995,30,2019-11-14 14:50:20,2019-11-14 14:59:19
4996,14,2019-11-14 17:31:13,2019-11-14 17:47:40
4997,26,2019-11-13 20:05:22,2019-11-13 20:56:30
4998,12,2019-11-14 09:03:38,2019-11-14 09:09:37
4999,16,2019-11-14 10:07:50,2019-11-14 10:25:45
5000,3,2019-11-14 12:18:04,2019-11-14 13:04:13
5001,33,2019-11-15 12:08:39,2019-11-15 12:54:03
5002,2,2019-11-15 09:06:42,2019-11-15 09:17:21
5003,2,2019-11-14 12:31:51,2019-11-14 12:52:04
5004,3,2019-11-14 08:45:33,2019-11-14 09:06:46
5005,72,2019-11-15 15:58:47,2019-11-15 17:24:32
5006,32,2019-11-14 16:06:45,2019-11-14 16:35:57
5007,8,2019-11-14 19:42:26,2019-11-14 19:51:08
5008,13,2019-11-14 14:16:43,2019-11-14 14:26:45
5009,36,2019-11-14 09:45:48,2019-11-14 10:36:43
5010,20,2019-11-15 15:14:31,2019-11-15 15:32:34
5011,27,2019-11-13 20:32:56,2019-11-13 21:08:43
5012,31,2019-11-14 11:10:12,2019-11-14 11:34:27
5013,15,2019-11-14 09:32:08,2019-11-14 09:52:18
5014,46,2019-11-14 09:49:00,2019-11-14 10:43:01
5015,38,2019-11-15 13:33:50,2019-11-15 14:00:19
5016,22,2019-11-14 10:20:31,2019-11-14 11:12:48
5017,14,2019-11-13 21:26:05,2019-11-13 21:41:34
5018,51,2019-11-14 10:15:04,2019-11-14 10:53:16
5019,10,2019-11-14 10:48:16,2019-11-14 11:09:58
5020,24,2019-11-14 10:52:46,2019-11-14 11:18:51
5021,10,2019-11-14 17:19:38,2019-11-14 17:55:27
5022,12,2019-11-14 14:39:45,2019-11-14 15:39:57
5023,15,2019-11-14 14:40:11,2019-11-14 15:01:11
5024,25,2019-11-15 10:55:43,2019-11-15 11:20:04
5025,21,2019-11-14 19:51:07,2019-11-14 20:22:14
5026,17,2019-11-14 09:25:11,2019-11-14 09:39:02
5027,12,2019-11-14 10:27:19,2019-11-14 10:38:06
5028,3,2019-11-14 14:45:36,2019-11-14 16:13:10
5029,21,2019-11-14 10:24:15,2019-11-14 10:48:56
5030,38,2019-11-14 09:17:35,2019-11-14 09:39:16
5031,23,2019-11-14 11:00:47,2019-11-14 11:22:10
5032,7,2019-11-14 10:36:38,2019-11-14 10:41:52
5033,2,2019-11-15 15:19:10,2019-11-15 15:56:56
5034,43,2019-11-14 15:03:58,2019-11-14 16:37:33
5035,32,2019-11-14 11:23:11,2019-11-14 11:50:57
5036,39,2019-11-14 09:27:01,2019-11-14 10:07:15
5037,24,2019-11-14 08:32:11,2019-11-14 08:55:19
5038,60,2019-11-14 12:52:45,2019-11-14 13:36:41
5039,35,2019-11-14 12:12:42,2019-11-14 12:46:31
5040,52,2019-11-14 17:53:38,2019-11-14 19:25:42
5041,9,2019-11-14 12:22:26,2019-11-14 12:37:05
5042,16,2019-11-15 19:34:16,2019-11-15 19:51:01
5043,38,2019-11-14 12:20:02,2019-11-14 12:41:55
5044,24,2019-11-14 08:34:10,2019-11-14 09:23:20
5045,17,2019-11-14 08:25:16,2019-11-14 08:50:53
5046,23,2019-11-14 09:58:36,2019-11-14 10:14:23
5047,32,2019-11-14 11:53:38,2019-11-14 12:31:08
5048,39,2019-11-13 21:51:17,2019-11-13 22:36:19
5049,18,2019-11-14 11:50:22,2019-11-14 12:12:59
5050,57,2019-11-14 15:08:59,2019-11-14 15:59:51
5051,22,2019-11-14 11:48:24,2019-11-14 12:15:42
5052,2,2019-11-14 09:02:52,2019-11-14 09:31:59
5053,25,2019-11-14 15:23:27,2019-11-14 15:38:00
5054,49,2019-11-14 18:36:00,2019-11-14 19:07:09
5055,20,2019-11-14 10:54:49,2019-11-14 11:15:32
5056,16,2019-11-14 10:22:28,2019-11-14 10:31:20
5057,49,2019-11-14 09:15:52,2019-11-14 10:05:18
5058,22,2019-11-14 08:51:06,2019-11-14 09:07:25
5059,12,2019-11-14 10:13:32,2019-11-14 10:29:18
5060,44,2019-11-14 11:53:13,2019-11-14 12:29:20
5061,21,2019-11-14 18:40:52,2019-11-14 19:00:11
5062,17,2019-11-14 10:00:17,2019-11-14 10:26:24
5063,37,2019-11-14 10:17:04,2019-11-14 10:49:20
5064,22,2019-11-14 17:33:35,2019-11-14 18:08:48
5065,16,2019-11-14 13:19:01,2019-11-14 13:52:11
5066,37,2019-11-14 12:29:18,2019-11-14 12:55:18
5067,56,2019-11-16 11:03:13,2019-11-16 11:40:55
5068,23,2019-11-14 10:11:29,2019-11-14 10:48:21
5069,11,2019-11-14 15:56:35,2019-11-14 16:09:31
5070,17,2019-11-14 09:07:12,2019-11-14 09:25:34
5071,27,2019-11-14 14:22:41,2019-11-14 14:37:28
5072,22,2019-11-14 12:57:26,2019-11-14 13:17:34
5073,34,2019-11-14 18:34:00,2019-11-14 19:48:30
5074,72,2019-11-14 15:54:38,2019-11-14 17:13:40
5075,29,2019-11-14 13:23:11,2019-11-14 13:50:45
5076,32,2019-11-14 17:36:49,2019-11-14 18:18:20
5077,17,2019-11-14 08:33:01,2019-11-14 08:57:53
5078,27,2019-11-14 17:22:01,2019-11-14 18:06:55
5079,9,2019-11-14 12:45:39,2019-11-14 12:59:28
5080,25,2019-11-14 19:15:33,2019-11-14 19:54:00
5081,24,2019-11-14 08:32:15,2019-11-14 09:02:28
5082,26,2019-11-14 15:08:30,2019-11-14 15:34:56
5083,24,2019-11-14 09:35:58,2019-11-14 10:00:24
5084,45,2019-11-14 16:29:11,2019-11-14 17:20:06
5085,28,2019-11-14 19:04:45,2019-11-14 19:46:47
5086,47,2019-11-14 08:05:45,2019-11-14 08:54:34
5087,25,2019-11-14 11:50:11,2019-11-14 12:24:32
5088,42,2019-11-14 14:38:49,2019-11-14 15:12:26
5089,45,2019-11-14 09:39:03,2019-11-14 10:33:42
5090,26,2019-11-14 11:41:42,2019-11-14 12:01:09
5091,18,2019-11-14 10:42:46,2019-11-14 11:02:57
5092,56,2019-11-14 11:11:39,2019-11-14 11:39:26
5093,4,2019-11-14 14:56:06,2019-11-14 15:22:36
5094,24,2019-11-14 12:53:27,2019-11-14 13:24:33
5095,51,2019-11-14 17:43:23,2019-11-14 18:29:11
5096,71,2019-11-14 16:34:21,2019-11-14 17:27:15
5097,32,2019-11-14 17:38:37,2019-11-14 18:18:45
5098,23,2019-11-14 10:14:12,2019-11-14 10:32:41
5099,27,2019-11-14 09:47:13,2019-11-14 10:11:01
5100,11,2019-11-14 11:58:07,2019-11-14 12:11:45
5101,11,2019-11-14 13:22:46,2019-11-14 13:33:04
5102,17,2019-11-14 08:59:31,2019-11-14 09:19:59
5103,23,2019-11-14 09:34:30,2019-11-14 10:30:11
5104,33,2019-11-14 10:43:57,2019-11-14 11:14:58
5105,32,2019-11-14 08:17:54,2019-11-14 08:36:22
5106,32,2019-11-14 13:24:37,2019-11-14 14:18:21
5107,39,2019-11-14 17:15:47,2019-11-14 17:53:19
5108,51,2019-11-14 16:06:26,2019-11-14 16:38:51
5109,21,2019-11-14 08:31:40,2019-11-14 08:50:20
5110,21,2019-11-14 17:21:21,2019-11-14 17:41:05
5111,32,2019-11-15 08:39:32,2019-11-15 09:11:03
5112,32,2019-11-14 13:33:05,2019-11-14 14:12:35
5113,18,2019-11-14 17:46:21,2019-11-14 18:02:05
5114,5,2019-11-14 17:33:32,2019-11-14 17:37:33
5115,26,2019-11-14 11:28:21,2019-11-14 11:46:30
5116,41,2019-11-14 19:03:17,2019-11-14 19:32:08
5117,15,2019-11-14 10:21:08,2019-11-14 10:32:00
5118,21,2019-11-14 13:21:58,2019-11-14 13:37:11
5119,35,2019-11-14 12:20:15,2019-11-14 13:35:54
5120,44,2019-11-14 14:57:41,2019-11-14 15:30:41
5121,4,2019-11-14 10:48:32,2019-11-14 10:49:41
5122,12,2019-11-14 12:22:28,2019-11-14 12:38:07
5123,18,2019-11-14 17:34:13,2019-11-14 17:54:06
5124,40,2019-11-14 08:38:18,2019-11-14 10:17:15
5125,15,2019-11-14 11:52:22,2019-11-14 12:05:11
5126,22,2019-11-14 12:10:43,2019-11-14 12:44:32
5127,67,2019-11-14 12:55:49,2019-11-14 13:42:43
5128,33,2019-11-14 09:45:55,2019-11-14 10:26:18
5129,20,2019-11-14 18:46:16,2019-11-14 19:22:09
5130,16,2019-11-14 10:17:39,2019-11-14 10:34:36
5131,18,2019-11-14 15:40:00,2019-11-14 15:48:17
5132,32,2019-11-14 14:37:32,2019-11-14 14:55:51
5133,19,2019-11-14 17:57:07,2019-11-14 18:19:56
5134,39,2019-11-15 08:43:14,2019-11-15 09:08:33
5135,22,2019-11-14 09:28:26,2019-11-14 09:54:19
5136,18,2019-11-14 08:55:29,2019-11-14 09:25:52
5137,8,2019-11-14 09:51:19,2019-11-14 10:02:28
5138,61,2019-11-14 14:27:35,2019-11-14 15:25:24
5139,63,2019-11-14 08:12:26,2019-11-14 09:14:28
5140,33,2019-11-14 10:23:06,2019-11-14 11:14:01
5141,25,2019-11-14 10:48:58,2019-11-14 11:21:15
5142,3,2019-11-16 10:54:55,2019-11-16 11:13:06
5143,4,2019-11-14 08:39:03,2019-11-14 08:47:22
5144,57,2019-11-14 14:57:09,2019-11-14 15:54:52
5145,14,2019-11-15 16:02:54,2019-11-15 16:19:37
5146,44,2019-11-15 10:34:50,2019-11-15 11:16:13
5147,36,2019-11-14 15:41:41,2019-11-14 16:20:03
5148,3,2019-11-14 09:46:38,2019-11-14 09:50:20
5149,20,2019-11-14 16:12:14,2019-11-14 16:36:53
5150,28,2019-11-14 12:55:46,2019-11-14 13:21:47
5151,48,2019-11-14 14:07:08,2019-11-14 15:14:55
5152,41,2019-11-14 15:42:53,2019-11-14 16:21:01
5153,31,2019-11-14 20:18:47,2019-11-14 20:27:35
5154,20,2019-11-14 20:05:55,2019-11-14 20:20:38
5155,23,2019-11-14 11:05:55,2019-11-14 11:29:16
5156,18,2019-11-14 15:02:00,2019-11-14 15:33:18
5157,32,2019-11-14 16:37:29,2019-11-14 17:56:44
5158,27,2019-11-14 10:05:45,2019-11-14 10:39:06
5159,35,2019-11-14 11:12:37,2019-11-14 12:06:59
5160,7,2019-11-14 19:33:14,2019-11-14 20:28:31
5161,5,2019-11-14 09:47:13,2019-11-14 09:48:02
5162,57,2019-11-16 20:24:56,2019-11-16 20:56:33
5163,3,2019-11-16 10:13:25,2019-11-16 11:03:44
5164,12,2019-11-14 07:50:38,2019-11-14 08:18:43
5165,56,2019-11-14 11:33:58,2019-11-14 12:28:15
5166,4,2019-11-14 19:22:30,2019-11-14 20:02:18
5167,36,2019-11-14 11:34:57,2019-11-14 11:57:20
5168,17,2019-11-14 09:54:14,2019-11-14 10:07:08
5169,28,2019-11-14 11:44:43,2019-11-14 12:09:17
5170,32,2019-11-14 16:52:29,2019-11-14 17:22:59
5171,21,2019-11-14 09:04:15,2019-11-14 09:18:11
5172,38,2019-11-14 10:55:23,2019-11-14 11:21:28
5173,25,2019-11-14 08:41:05,2019-11-14 09:08:34
5174,24,2019-11-14 10:46:55,2019-11-14 11:07:09
5175,20,2019-11-14 14:35:36,2019-11-14 14:48:46
5176,36,2019-11-14 18:27:48,2019-11-14 19:08:02
5177,32,2019-11-14 10:01:24,2019-11-14 10:39:20
5178,49,2019-11-14 09:42:29,2019-11-14 10:32:12
5179,21,2019-11-14 12:00:46,2019-11-14 12:10:47
5180,17,2019-11-14 19:03:03,2019-11-14 19:25:21
5181,23,2019-11-14 19:23:03,2019-11-14 19:42:04
5182,16,2019-11-14 09:55:05,2019-11-14 10:16:50
5183,21,2019-11-14 09:33:54,2019-11-14 10:04:50
5184,29,2019-11-14 14:51:44,2019-11-14 15:25:41
5185,25,2019-11-14 13:56:01,2019-11-14 14:24:05
5186,21,2019-11-14 09:39:36,2019-11-14 10:14:11
5187,9,2019-11-14 11:28:44,2019-11-14 11:40:30
5188,41,2019-11-14 19:25:26,2019-11-14 20:03:33
5189,17,2019-11-14 11:30:45,2019-11-14 11:42:41
5190,32,2019-11-15 15:01:38,2019-11-15 15:22:50
5191,22,2019-11-14 15:25:20,2019-11-14 15:36:31
5192,14,2019-11-14 19:13:47,2019-11-14 19:40:43
5193,32,2019-11-15 10:06:20,2019-11-15 10:40:29
5194,5,2019-11-14 12:34:28,2019-11-14 12:52:32
5195,15,2019-11-16 11:52:33,2019-11-16 12:09:43
5196,19,2019-11-14 18:42:50,2019-11-14 19:11:47
5197,10,2019-11-14 12:10:44,2019-11-14 12:22:59
5198,23,2019-11-14 18:32:16,2019-11-14 19:08:41
5199,13,2019-11-14 17:15:28,2019-11-14 17:26:14
5200,32,2019-11-14 10:20:15,2019-11-14 10:46:56
5201,16,2019-11-14 08:21:27,2019-11-14 08:50:03
5202,14,2019-11-14 09:15:55,2019-11-14 09:42:26
5203,39,2019-11-14 10:57:38,2019-11-14 11:21:39
5204,25,2019-11-14 16:19:33,2019-11-14 16:38:04
5205,87,2019-11-14 17:05:50,2019-11-14 18:00:30
5206,4,2019-11-14 14:37:13,2019-11-14 15:13:26
5207,12,2019-11-14 16:45:55,2019-11-14 17:14:45
5208,31,2019-11-14 11:35:50,2019-11-14 12:05:53
5209,2,2019-11-14 09:07:23,2019-11-14 09:13:29
5210,13,2019-11-14 16:58:03,2019-11-14 17:20:33
5211,6,2019-11-14 09:36:26,2019-11-14 09:46:04
5212,41,2019-11-14 13:28:01,2019-11-14 13:51:31
5213,28,2019-11-14 10:27:21,2019-11-14 11:53:04
5214,69,2019-11-14 10:47:14,2019-11-14 11:31:39
5215,42,2019-11-14 08:29:23,2019-11-14 09:18:06
5216,8,2019-11-14 09:25:25,2019-11-14 09:32:00
5217,24,2019-11-14 10:48:17,2019-11-14 11:23:56
5218,4,2019-11-14 13:02:43,2019-11-14 13:06:06
5219,15,2019-11-14 15:28:56,2019-11-14 15:50:02
5220,28,2019-11-14 09:41:56,2019-11-14 10:02:41
5221,2,2019-11-14 18:04:21,2019-11-14 18:23:49
5222,62,2019-11-14 10:59:35,2019-11-14 12:18:06
5223,21,2019-11-14 17:25:07,2019-11-14 17:40:51
5224,15,2019-11-14 11:56:24,2019-11-14 12:17:34
5225,46,2019-11-14 08:48:29,2019-11-14 10:34:58
5226,17,2019-11-14 12:46:43,2019-11-14 13:02:55
5227,19,2019-11-14 09:20:41,2019-11-14 09:39:21
5228,26,2019-11-14 17:12:08,2019-11-14 17:34:27
5229,2,2019-11-14 11:43:28,2019-11-14 11:51:34
5230,15,2019-11-14 11:50:39,2019-11-14 12:21:49
5231,42,2019-11-14 11:52:41,2019-11-14 13:38:45
5232,2,2019-11-16 08:36:28,2019-11-16 08:55:14
5233,40,2019-11-14 11:56:58,2019-11-14 12:57:50
5234,45,2019-11-14 16:04:35,2019-11-14 16:43:19
5235,57,2019-11-14 08:28:49,2019-11-14 09:30:17
5236,2,2019-11-14 13:00:36,2019-11-14 13:07:57
5237,2,2019-11-14 09:23:49,2019-11-14 11:01:15
5238,11,2019-11-14 11:11:53,2019-11-14 11:27:14
5239,18,2019-11-14 13:24:58,2019-11-14 13:31:58
5240,14,2019-11-14 11:00:23,2019-11-14 11:12:37
5241,15,2019-11-14 13:08:31,2019-11-14 13:20:17
5242,32,2019-11-14 11:15:05,2019-11-14 11:43:40
5243,21,2019-11-14 13:03:01,2019-11-14 13:25:53
5244,20,2019-11-14 13:12:04,2019-11-14 13:32:55
5245,13,2019-11-14 11:44:53,2019-11-14 11:56:32
5246,2,2019-11-14 11:47:20,2019-11-14 11:48:44
5247,43,2019-11-14 10:16:52,2019-11-14 11:11:56
5248,32,2019-11-14 15:00:13,2019-11-14 15:27:23
5249,32,2019-11-14 11:56:20,2019-11-14 12:33:38
5250,38,2019-11-14 10:54:53,2019-11-14 12:32:15
5251,34,2019-11-14 11:32:56,2019-11-14 12:03:20
5252,5,2019-11-14 12:11:41,2019-11-14 12:20:36
5253,50,2019-11-14 11:42:39,2019-11-14 12:16:07
5254,21,2019-11-14 09:49:32,2019-11-14 10:08:02
5255,28,2019-11-14 12:43:47,2019-11-14 13:19:46
5256,38,2019-11-14 19:33:11,2019-11-14 20:20:44
5257,32,2019-11-14 13:24:05,2019-11-14 14:28:36
5258,18,2019-11-14 09:51:10,2019-11-14 10:10:54
5259,37,2019-11-14 13:26:36,2019-11-14 13:45:55
5260,25,2019-11-14 11:03:28,2019-11-14 11:33:03
5261,27,2019-11-14 18:11:53,2019-11-14 19:13:06
5262,38,2019-11-14 19:18:16,2019-11-14 19:55:42
5263,5,2019-11-14 09:45:31,2019-11-14 09:49:13
5264,41,2019-11-14 12:16:48,2019-11-14 13:29:18
5265,57,2019-11-14 09:50:03,2019-11-14 10:35:30
5266,17,2019-11-14 13:41:00,2019-11-14 13:50:07
5267,55,2019-11-14 16:11:38,2019-11-14 17:01:38
5268,28,2019-11-15 18:37:19,2019-11-15 19:14:56
5269,34,2019-11-14 19:18:27,2019-11-14 19:51:14
5270,2,2019-11-14 09:14:12,2019-11-14 10:34:11
5271,36,2019-11-14 12:07:22,2019-11-14 14:02:41
5272,54,2019-11-14 08:47:49,2019-11-14 09:32:11
5273,37,2019-11-14 13:28:03,2019-11-14 13:58:13
5274,39,2019-11-14 15:50:01,2019-11-14 16:31:22
5275,47,2019-11-14 13:44:04,2019-11-14 14:19:00
5276,48,2019-11-14 16:39:48,2019-11-14 17:20:57
5277,17,2019-11-14 10:28:33,2019-11-14 10:40:20
5278,2,2019-11-14 08:56:51,2019-11-14 09:38:26
5279,23,2019-11-14 08:46:06,2019-11-14 09:00:55
5280,6,2019-11-14 19:38:47,2019-11-14 20:32:23
5281,3,2019-11-14 14:37:20,2019-11-14 15:13:12
5282,13,2019-11-14 12:19:48,2019-11-14 12:29:50
5283,14,2019-11-14 08:55:15,2019-11-14 09:15:43
5284,2,2019-11-14 08:21:19,2019-11-14 08:24:58
5285,34,2019-11-14 19:56:29,2019-11-14 20:26:37
5286,11,2019-11-14 11:29:04,2019-11-14 11:39:41
5287,33,2019-11-14 10:43:34,2019-11-14 11:12:41
5288,23,2019-11-14 14:01:19,2019-11-14 14:42:54
5289,35,2019-11-14 12:41:02,2019-11-14 13:29:50
5290,4,2019-11-14 10:02:42,2019-11-14 10:12:30
5291,38,2019-11-14 16:06:21,2019-11-14 16:43:57
5292,11,2019-11-14 17:14:44,2019-11-14 17:25:11
5293,22,2019-11-15 19:07:01,2019-11-15 19:33:47
5294,23,2019-11-14 09:37:40,2019-11-14 10:02:18
5295,24,2019-11-14 10:30:18,2019-11-14 10:41:58
5296,10,2019-11-14 13:56:58,2019-11-14 14:01:35
5297,16,2019-11-14 10:15:49,2019-11-14 10:29:06
5298,5,2019-11-14 10:56:26,2019-11-14 11:30:32
5299,14,2019-11-14 15:35:59,2019-11-14 15:44:11
5300,26,2019-11-14 10:40:05,2019-11-14 11:29:42
5301,23,2019-11-14 18:29:35,2019-11-14 18:49:37
5302,34,2019-11-16 16:37:10,2019-11-16 17:09:33
5303,58,2019-11-14 18:06:29,2019-11-14 19:18:12
5304,13,2019-11-14 10:11:51,2019-11-14 10:44:18
5305,14,2019-11-15 08:55:44,2019-11-15 09:04:24
5306,35,2019-11-14 11:00:28,2019-11-14 11:30:03
5307,25,2019-11-14 09:26:17,2019-11-14 11:13:47
5308,42,2019-11-14 11:17:15,2019-11-14 11:53:47
5309,79,2019-11-14 14:39:37,2019-11-14 15:25:28
5310,24,2019-11-14 11:12:50,2019-11-14 11:38:02
5311,25,2019-11-14 18:13:21,2019-11-14 19:00:47
5312,35,2019-11-14 15:46:51,2019-11-14 16:19:32
5313,21,2019-11-14 20:15:21,2019-11-14 20:32:14
5314,2,2019-11-14 13:26:28,2019-11-14 14:22:55
5315,16,2019-11-14 09:38:17,2019-11-14 09:55:54
5316,41,2019-11-14 12:34:10,2019-11-14 13:19:33
5317,4,2019-11-15 18:52:59,2019-11-15 19:03:18
5318,42,2019-11-14 13:42:44,2019-11-14 14:18:01
5319,29,2019-11-14 10:13:31,2019-11-14 10:29:18
5320,31,2019-11-15 17:37:35,2019-11-15 18:03:24
5321,19,2019-11-14 09:22:01,2019-11-14 09:35:09
5322,13,2019-11-14 09:55:39,2019-11-14 10:08:51
5323,26,2019-11-14 10:05:31,2019-11-14 10:28:04
5324,41,2019-11-14 16:19:30,2019-11-14 16:43:07
5325,16,2019-11-14 09:27:40,2019-11-14 09:49:44
5326,13,2019-11-14 19:20:31,2019-11-14 19:31:38
5327,5,2019-11-14 10:33:08,2019-11-14 10:36:36
5328,17,2019-11-14 11:04:55,2019-11-14 11:20:59
5329,20,2019-11-14 11:34:52,2019-11-14 11:56:34
5330,26,2019-11-14 13:24:22,2019-11-14 13:47:51
5331,3,2019-11-14 16:40:17,2019-11-14 17:14:16
5332,38,2019-11-14 14:15:36,2019-11-14 14:21:18
5333,11,2019-11-14 12:26:50,2019-11-14 12:42:31
5334,40,2019-11-14 10:58:16,2019-11-14 11:42:12
5335,11,2019-11-14 10:18:06,2019-11-14 10:39:59
5336,4,2019-11-14 12:47:05,2019-11-14 12:49:18
5337,11,2019-11-15 10:59:05,2019-11-15 11:20:10
5338,3,2019-11-15 09:07:19,2019-11-15 09:26:38
5339,15,2019-11-14 13:44:02,2019-11-14 14:03:46
5340,16,2019-11-14 12:57:34,2019-11-14 13:14:14
5341,46,2019-11-14 15:55:28,2019-11-14 16:43:42
5342,2,2019-11-14 10:58:39,2019-11-14 11:05:50
5343,34,2019-11-14 10:01:57,2019-11-14 10:45:59
5344,14,2019-11-14 12:48:00,2019-11-14 13:08:16
5345,22,2019-11-14 09:50:53,2019-11-14 10:29:49
5346,18,2019-11-14 15:28:08,2019-11-14 15:39:57
5347,19,2019-11-14 15:39:20,2019-11-14 15:56:20
5348,27,2019-11-14 11:42:06,2019-11-14 12:24:07
5349,17,2019-11-14 11:34:42,2019-11-14 12:24:44
5350,44,2019-11-14 15:57:49,2019-11-14 16:22:11
5351,23,2019-11-14 14:52:51,2019-11-14 15:05:51
5352,26,2019-11-15 10:15:53,2019-11-15 10:48:11
5353,21,2019-11-14 13:12:47,2019-11-14 13:53:49
5354,45,2019-11-14 18:20:31,2019-11-14 19:21:51
5355,31,2019-11-14 13:47:49,2019-11-14 14:12:18
5356,40,2019-11-14 11:59:14,2019-11-14 12:28:21
5357,3,2019-11-14 11:23:56,2019-11-14 11:25:13
5358,20,2019-11-14 17:46:06,2019-11-14 18:16:34
5359,7,2019-11-14 14:23:21,2019-11-14 14:33:43
5360,4,2019-11-14 11:22:41,2019-11-14 12:12:16
5361,23,2019-11-15 11:10:02,2019-11-15 11:28:40
5362,26,2019-11-14 16:03:40,2019-11-14 16:22:31
5363,2,2019-11-14 09:54:29,2019-11-14 11:33:42
5364,42,2019-11-14 11:44:29,2019-11-14 12:26:40
5365,27,2019-11-15 10:41:26,2019-11-15 11:32:16
5366,26,2019-11-14 14:41:21,2019-11-14 15:38:28
5367,14,2019-11-14 11:32:46,2019-11-14 11:44:47
5368,2,2019-11-14 16:52:29,2019-11-14 17:01:33
5369,52,2019-11-15 12:42:22,2019-11-15 13:55:35
5370,43,2019-11-16 09:57:45,2019-11-16 10:18:10
5371,19,2019-11-14 11:29:45,2019-11-14 11:37:20
5372,26,2019-11-14 14:43:48,2019-11-14 15:13:11
5373,4,2019-11-14 09:37:37,2019-11-14 09:53:06
5374,22,2019-11-14 12:27:46,2019-11-14 12:55:59
5375,27,2019-11-14 11:16:18,2019-11-14 11:40:47
5376,24,2019-11-14 10:15:12,2019-11-14 10:41:06
5377,3,2019-11-14 11:26:39,2019-11-14 11:31:04
5378,38,2019-11-15 08:38:15,2019-11-15 09:09:36
5379,21,2019-11-14 15:30:28,2019-11-14 15:49:37
5380,4,2019-11-14 11:53:47,2019-11-14 12:20:35
5381,15,2019-11-14 12:48:00,2019-11-14 13:16:55
5382,20,2019-11-14 13:23:44,2019-11-14 13:44:11
5383,7,2019-11-14 13:49:51,2019-11-14 13:57:15
5384,39,2019-11-14 13:35:48,2019-11-14 14:18:42
5385,43,2019-11-14 14:40:39,2019-11-14 15:29:04
5386,36,2019-11-14 14:46:56,2019-11-14 15:58:03
5387,12,2019-11-14 11:52:26,2019-11-14 12:04:58
5388,25,2019-11-14 10:34:53,2019-11-14 10:45:56
5389,13,2019-11-14 14:53:07,2019-11-14 15:02:49
5390,27,2019-11-14 15:00:17,2019-11-14 15:18:38
5391,27,2019-11-14 11:27:39,2019-11-14 11:42:42
5392,22,2019-11-16 12:28:21,2019-11-16 12:47:36
5393,13,2019-11-15 12:20:44,2019-11-15 12:46:17
5394,17,2019-11-15 11:49:53,2019-11-15 12:08:33
5395,7,2019-11-15 09:38:55,2019-11-15 09:51:06
5396,15,2019-11-14 10:40:30,2019-11-14 10:46:47
5397,19,2019-11-14 10:26:43,2019-11-14 11:19:16
5398,3,2019-11-15 08:44:35,2019-11-15 08:44:57
5399,8,2019-11-14 10:38:28,2019-11-14 10:47:18
5400,42,2019-11-14 10:02:09,2019-11-14 11:23:48
5401,31,2019-11-14 16:17:42,2019-11-14 16:50:35
5402,10,2019-11-14 13:15:41,2019-11-14 13:19:37
5403,46,2019-11-14 16:10:50,2019-11-14 16:45:56
